<DEBUG> 23-Jan-2020::04:00:08.330 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone ZONE_IAD sipTrunkGroup TG_SIPART_IAD | details | display json | compare" op read
<DEBUG> 23-Jan-2020::04:00:08.331 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone ZONE_IAD sipTrunkGroup TG_SIPART_IAD | details | display json | append" op read
<DEBUG> 23-Jan-2020::04:00:09.066 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show" op read
<DEBUG> 23-Jan-2020::04:00:09.173 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "details" op read
<DEBUG> 23-Jan-2020::04:00:09.177 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "display" op read
<DEBUG> 23-Jan-2020::04:00:09.178 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "display json" op read
<DEBUG> 23-Jan-2020::04:00:22.361 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show" op read
<DEBUG> 23-Jan-2020::04:00:22.400 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone ZONE_AS" op read
<DEBUG> 23-Jan-2020::04:00:22.400 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone ZONE_IAD" op read
<DEBUG> 23-Jan-2020::04:00:22.401 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone defaultSigZone" op read
<DEBUG> 23-Jan-2020::04:00:22.401 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show addressContext default zone displaylevel" op read
<DEBUG> 23-Jan-2020::04:00:23.944 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "show" op read
<DEBUG> 23-Jan-2020::04:00:23.991 bf060 confd[36529]: devel-aaa User: admin[Administrator,root] Command Rule "CMD-183/183" triggered full_match accept for "select" op read
